Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
2757;66492600;Volksbank Appenweier-Urloffen Appenweier -alt-;Appenweier;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2758;66492700;Volksbank Kinzigtal;Wolfach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2759;66550070;Sparkasse Rastatt-Gernsbach;Rastatt-Gernsbach;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw3.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw3.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2760;66562053;Raiffeisenbank Südhardt Durmersheim;Durmersheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2761;66562300;VR-Bank in Mittelbaden;Iffezheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2762;66562419;Volksbank;Muggensturm;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2763;66640035;Commerzbank;Pforzheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2764;66650085;Sparkasse Pforzheim Calw;Pforzheim;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw3.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw3.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2765;66661244;Raiffeisenbank Bauschlott;Neulingen, Enzkr;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2766;66661329;Raiffeisenbank Kieselbronn;Kieselbronn;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2767;66661454;VR Bank im Enzkreis;Niefern-Öschelbronn;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2768;66662155;Raiffeisenbank Ersingen;Kämpfelbach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2769;66662220;Volksbank Stein Eisingen;Königsbach-Stein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2770;66663439;Raiffeisen-Gebietsbank;Neuhausen, Enzkr;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2771;66670006;Deutsche Bank AG;Pforzheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2772;66670006;Deutsche Bank AG;Mühlacker;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2773;66670024;Deutsche Bank Privat und Geschäftskunden AG;Mühlacker;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2774;66670024;Deutsche Bank Privat und Geschäftskunden AG;Pforzheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2775;66690000;Volksbank Pforzheim;Pforzheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2776;66692300;Volksbank Wilferdingen-Keltern;Remchingen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2777;66762332;Raiffeisenbank Kraichgau;Kirchardt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2778;66762433;Raiffeisenbank Neudenau-Stein-Herbolzheim;Neudenau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2779;67020190;UniCredit Bank - HypoVereinsbank AG;Mannheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2780;67020190;UniCredit Bank - HypoVereinsbank AG;Schwetzingen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2781;67020190;UniCredit Bank - HypoVereinsbank AG;Viernheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2782;67020259;UniCredit Bank - HypoVereinsbank AG;Aschheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2783;67040031;Commerzbank;Mannheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2784;67040031;Commerzbank;Weinheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2785;67040031;Commerzbank;Sinsheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2786;67040031;Commerzbank;Schwetzingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2787;67040031;Commerzbank;Hockenheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2788;67040031;Commerzbank;Viernheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2789;67040031;Commerzbank;Wiesloch;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2790;67040031;Commerzbank;Mosbach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2791;67050505;Sparkasse Rhein-Neckar-Nord (Mannheim/Weinheim);Mannheim;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw4.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw4.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2792;67060031;Volksbank Sandhofen;Mannheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2793;67070010;Deutsche Bank AG;Mannheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2794;67070010;Deutsche Bank AG;Hockenheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2795;67070010;Deutsche Bank AG;Viernheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2796;67070010;Deutsche Bank AG;Schwetzingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2797;67070010;Deutsche Bank AG;Weinheim, Bergstr;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2798;67070024;Deutsche Bank Privat und Geschäftskunden AG;Hockenheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2799;67070024;Deutsche Bank Privat und Geschäftskunden AG;Mannheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2800;67070024;Deutsche Bank Privat und Geschäftskunden AG;Schwetzingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2801;67070024;Deutsche Bank Privat und Geschäftskunden AG;Viernheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2802;67070024;Deutsche Bank Privat und Geschäftskunden AG;Weinheim, Bergstr;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2803;67090000;VR Bank Rhein-Neckar;Mannheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2804;67091300;Volksbank Bezirk Schwetzingen -alt-;Schwetzingen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2805;67091500;Volksbank Neckar-Bergstraße;Schriesheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2806;67092300;Volksbank Weinheim;Weinheim, Bergstr;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2807;67220286;UniCredit Bank - HypoVereinsbank AG;Heidelberg, Neckar;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2808;67220464;UniCredit Bank - HypoVereinsbank AG;Aschheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2809;67230000;MLP Finanzdienstleistungen;Wiesloch;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2810;67230001;MLP Finanzdienstleistungen Zw CS;Wiesloch;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2811;67240039;Commerzbank;Heidelberg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2812;67250020;Sparkasse Heidelberg;Heidelberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw4.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw4.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2813;67261909;Raiffeisenbank Steinsberg -alt-;Sinsheim, Elsenz;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2814;67262243;Raiffeisenbank Baiertal;Wiesloch;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2815;67262402;Volksbank Schwarzbachtal -alt-;Waibstadt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2816;67262550;Volksbank Rot;St. Leon-Rot;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2817;67270003;Deutsche Bank AG;Heidelberg, Neckar;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2818;67270003;Deutsche Bank AG;Mosbach, Baden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2819;67270003;Deutsche Bank AG;Wiesloch;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2820;67270024;Deutsche Bank Privat und Geschäftskunden AG;Heidelberg, Neckar;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2821;67270024;Deutsche Bank Privat und Geschäftskunden AG;Mosbach, Baden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2822;67270024;Deutsche Bank Privat und Geschäftskunden AG;Wiesloch;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2823;67290000;Heidelberger Volksbank;Heidelberg, Neckar;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2824;67290100;H + G BANK Heidelberg;Heidelberg, Neckar;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2825;67291500;Volksbank f d Angelbachtal;Rauenberg, Kraichgau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2826;67291700;Volksbank Neckartal;Eberbach, Baden;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2827;67291900;Volksbank Kraichgau;Sinsheim, Elsenz;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2828;67292200;Volksbank Wiesloch;Wiesloch;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2829;67352565;Sparkasse Tauberfranken;Tauberfranken;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw1.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2830;67362560;Volksbank Tauber -alt-;Tauberbischofsheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2831;67390000;Volksbank Main-Tauber;Wertheim a Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2832;67450048;Sparkasse Neckartal-Odenwald;Neckartal-Odenwald;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw5.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw5.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2833;67460041;Volksbank Mosbach;Mosbach, Baden;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2834;67461424;Volksbank Franken;Buchen (Odenwald);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2835;67461733;Volksbank Kirnau;Rosenberg, Baden;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2836;67462368;Volksbank Limbach;Limbach, Baden;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2837;67462480;Raiffeisenbank Schefflenz-Seckach -alt-;Schefflenz;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2838;68020186;UniCredit Bank - HypoVereinsbank AG;Freiburg im Breisgau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2839;68020186;UniCredit Bank - HypoVereinsbank AG;Lörrach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2840;68020186;UniCredit Bank - HypoVereinsbank AG;Offenburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2841;68020460;UniCredit Bank - HypoVereinsbank AG;Aschheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
2842;68030000;Bankhaus E. Mayer AG;Freiburg;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;12.09.2013;;;;;
2843;68040007;Commerzbank;Lahr;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2844;68040007;Commerzbank;Freiburg ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2845;68040007;Commerzbank;Emmendingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
2846;68050101;Sparkasse Freiburg - Nördlicher Breisgau;Freiburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw2.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw2.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2847;68051004;Sparkasse Hochschwarzwald;Hochschwarzwald;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw2.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw2.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2848;68051207;Sparkasse Bonndorf-Stühlingen;Bonndorf-Stühlingen;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw1.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2849;68052230;Bezirkssparkasse St. Blasien;St. Blasien;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw1.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2850;68052328;Sparkasse Staufen-Breisach;Staufen-Breisach;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw2.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw2.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2851;68052863;Sparkasse Schönau-Todtnau;Schönau-Todtnau;Finanz Informatik GmbH & Co. KG;DSGV;banking-bw1.s-fints-pt-bw.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;21.07.2015;;;;;
2852;68061505;Volksbank Breisgau-Süd;Heitersheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2853;68062105;Raiffeisenbank Denzlingen-Sexau;Denzlingen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2854;68062730;Raiffeisenbank Wyhl;Wyhl am Kaiserstuhl;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2855;68063254;Spar- u Kreditbank Bad Krozingen-Heitersheim;Heitersheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2856;68063479;Raiffeisenbank Kaiserstuhl;Vogtsburg im Kaiserstuhl;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2857;68064222;Raiffeisenbank;Gundelfingen, Breisgau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2858;68070024;Deutsche Bank Privat und Geschäftskunden AG;Emmendingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2859;68070024;Deutsche Bank Privat und Geschäftskunden AG;Freiburg im Breisgau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2860;68070024;Deutsche Bank Privat und Geschäftskunden AG;Müllheim, Baden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2861;68070024;Deutsche Bank Privat und Geschäftskunden AG;Titisee-Neustadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
2862;68070024;Deutsche Bank Privat und Geschäftskunden AG;Waldkirch, Breisgau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
